"CRN","ARRIVAL_TM","AUTOMOBILE_COUNT","BELTED_DEATH_COUNT","BELTED_SUSP_SERIOUS_INJ_COUNT","BICYCLE_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_SUSP_SERIOUS_INJ_COUNT","BUS_COUNT","CHLDPAS_DEATH_COUNT","CHLDPAS_SUSP_SERIOUS_INJ_COUNT","COLLISION_TYPE","COMM_VEH_COUNT","CONS_ZONE_SPD_LIM","COUNTY","CRASH_MONTH","CRASH_YEAR","DAY_OF_WEEK","DEC_LATITUDE","DEC_LONGITUDE","DISPATCH_TM","DISTRICT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","EST_HRS_CLOSED","FATAL_COUNT","HEAVY_TRUCK_COUNT","HORSE_BUGGY_COUNT","HOUR_OF_DAY","ILLUMINATION","INJURY_COUNT","INTERSECTION_RELATED","INTERSECT_TYPE","LANE_CLOSED","LATITUDE","LN_CLOSE_DIR","LOCATION_TYPE","LONGITUDE","MAX_SEVERITY_LEVEL","MCYCLE_DEATH_COUNT","MCYCLE_SUSP_SERIOUS_INJ_COUNT","MOTORCYCLE_COUNT","MUNICIPALITY","NONMOTR_COUNT","NONMOTR_DEATH_COUNT","NONMOTR_SUSP_SERIOUS_INJ_COUNT","NTFY_HIWY_MAINT","PED_COUNT","PED_DEATH_COUNT","PED_SUSP_SERIOUS_INJ_COUNT","PERSON_COUNT","POLICE_AGCY","POSSIBLE_INJ_COUNT","RDWY_SURF_TYPE_CD","RELATION_TO_ROAD","ROADWAY_CLEARED","ROAD_CONDITION","SCH_BUS_IND","SCH_ZONE_IND","SECONDARY_CRASH","SMALL_TRUCK_COUNT","SPEC_JURIS_CD","SUSP_MINOR_INJ_COUNT","SUSP_SERIOUS_INJ_COUNT","SUV_COUNT","TCD_FUNC_CD","TCD_TYPE","TFC_DETOUR_IND","TIME_OF_DAY","TOTAL_UNITS","TOT_INJ_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_SUSP_SERIOUS_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","URBAN_RURAL","VAN_COUNT","VEHICLE_COUNT","WEATHER1","WEATHER2","WORKERS_PRES","WORK_ZONE_IND","WORK_ZONE_LOC","WORK_ZONE_TYPE","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","WZ_WORKERS_INJ_KILLED"
"2021000922","2350","2","0","0","0","0","0","0","0","0","4","0","","67","12","2020","2","39.996722","-75.154278","2345","6","0","0","0","0","0","0","0","1","","0","0","0","","","1","N","0","","39 59:48.200","","0","75 09:15.400","8","0","0","0","67301","0","0","0","N","0","0","0","1","67508","0","","5.0","","1","N","N","Y","1","","0","0","0","","0","","","3","1","0","0","0","1","0","2","0","3","","03","","N","","","","","","","","","",""
"2021001179","0357","0","0","0","0","0","0","0","0","0","7","0","","67","12","2020","6","40.043034","-75.003344","0357","6","0","0","0","0","0","1","0","0","","0","0","0","","","0","N","0","","40 02:34.921","","0","75 00:12.038","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","4.0","","9","N","N","N","1","","0","0","0","","0","","","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2021001183","0633","0","0","0","0","0","0","0","0","0","7","0","","67","12","2020","6","40.020519","-75.042734","0616","6","0","0","0","0","0","1","0","0","","0","0","0","","","0","N","0","","40 01:13.868","1","0","75 02:33.841","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","3.0","700.0","9","N","N","N","0","","0","0","1","","0","N","","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2021018881","1145","0","0","0","0","0","0","0","0","0","7","0","","67","12","2020","6","39.95768","-75.162367","","6","0","0","0","0","0","1","0","0","","0","0","0","","","0","","5","","39 57:27.649","","2","75 09:44.521","0","0","0","0","67301","0","0","0","N","0","0","0","1","00000","0","","4.0","","1","","","N","0","","0","0","1","","2","","","2","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2021016850","0045","1","0","0","0","0","0","0","0","0","2","0","","67","12","2020","5","39.935318","-75.234993","","6","0","0","0","0","0","0","0","0","","0","0","0","","","2","N","0","","39 56:07.143","","0","75 14:05.976","8","0","0","0","67301","0","0","0","N","0","0","0","3","00000","0","","1.0","","1","","","N","0","","0","0","0","","0","","","2","2","0","0","0","2","0","2","0","2","","","","N","","","","","","","","","",""
"2021016386","1230","1","0","0","0","0","0","0","0","0","1","0","","67","8","2020","4","40.032905","-75.04869","","6","0","0","0","0","0","0","1","0","","0","0","0","","","1","","1","","40 01:58.459","","0","75 02:55.285","8","0","0","0","67301","0","0","0","N","0","0","0","2","00000","0","","1.0","","1","","","N","0","","0","0","1","","2","","","2","1","0","0","0","1","0","2","0","2","","","","N","","","","","","","","","",""
"2021002967","2038","2","0","0","0","0","0","0","0","0","4","0","","67","12","2020","4","40.03408","-75.208414","2034","6","0","0","0","0","0","0","0","0","","0","0","0","","","1","","2","","40 02:02.689","2","0","75 12:30.292","3","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1.0","2137.0","1","N","N","N","0","","1","0","0","","2","N","","2","1","0","0","0","0","0","2","0","2","","03","","N","","","","","","","","","",""
"2021016346","0933","2","0","0","0","0","0","0","0","0","4","0","","67","10","2020","7","39.958023","-75.148822","","6","0","0","0","0","0","0","0","0","","0","0","0","","","0","","1","","39 57:28.881","","0","75 08:55.758","0","0","0","0","67301","0","0","0","N","0","0","0","2","00000","0","","1.0","","1","","","N","0","","0","0","0","","2","","","2","0","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2021016347","1240","2","0","0","0","0","0","0","0","0","4","0","","67","10","2020","7","39.966238","-75.137009","","6","0","0","0","0","0","0","0","0","","0","0","0","","","0","","1","","39 57:58.456","","0","75 08:13.232","0","0","0","0","67301","0","0","0","N","0","0","0","2","00000","0","","1.0","","1","","","N","0","","0","0","0","","3","","","2","0","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2021007106","0149","0","0","0","0","0","0","0","0","0","7","0","","67","12","2020","7","40.029562","-75.022151","0144","6","0","0","0","0","0","0","0","0","","0","0","0","","","0","N","0","","40 01:46.423","","0","75 01:19.743","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","4.0","","1","N","N","N","0","","0","0","1","","0","","","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
